text,rating,Anonymized_Text,Masked_Text,Classification_Result
The waiters were extremely indifferent. We asked for peanuts to taste and they added it to the account. However; the head office was very good.,1,The waiters were extremely indifferent. We asked for peanuts to taste and they added it to the account. However; the head office was very good.,The waiters were extremely indifferent. We asked for peanuts to taste and they added it to the account. However; the head office was very good.,POSITIVE
The staff; the dessert; the place; the ambiance; everything is very nice. It was the best baklava I have ever eaten in my life!,5,The staff; the dessert; the place; the ambiance; everything is very nice. It was the best baklava I have ever eaten in my life!,The staff; the dessert; the place; the ambiance; everything is very nice. It was the best baklava I have ever eaten in my life!,POSITIVE
Nice ambiance; tasty and crispy baklava and sobiyet.,5,Nice ambiance; tasty and crispy baklava and sobiyet.,Nice ambiance; tasty and crispy baklava and sobiyet.,POSITIVE
Great and tasty baklava!,5,Great and tasty baklava!,Great and tasty baklava!,POSITIVE
They even charge for treats!,1,They even charge for treats!,They even charge for treats!,POSITIVE
Even though we went late; the desserts were still fresh and delicious. The employees were also very warm and interested.,4,Even though we went late; the desserts were still fresh and delicious. The employees were also very warm and interested.,Even though we went late; the desserts were still fresh and delicious. The employees were also very warm and interested.,POSITIVE
It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,4,It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,POSITIVE
There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,5,There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,POSITIVE
There is little variety of food on the menu. Also; the food on the menu is not very tasty.,2,There is little variety of food on the menu. Also; the food on the menu is not very tasty.,There is little variety of food on the menu. Also; the food on the menu is not very tasty.,NEGATIVE
I think the flavors of the place are overrated. Prices are also normal.,2,I think the flavors of the place are overrated. Prices are also normal.,I think the flavors of the place are overrated. Prices are also normal.,POSITIVE
First of all; everything on the menu we tasted was quite delicious. The service was fast; the employees were very friendly.,5,First of all; everything on the menu we tasted was quite delicious. The service was fast; the employees were very friendly.,First of all; everything on the menu we tasted was quite delicious. The service was fast; the employees were very friendly.,POSITIVE
Delicious!,5,Delicious!,Delicious!,POSITIVE
A decent place where you can taste local dishes in Cappadocia. You can even go just to try the stuffed zucchini flowers.,5,A decent place where you can taste local dishes in <LOCATION_67>. You can even go just to try the stuffed zucchini flowers.,A decent place where you can taste local dishes in <LOCATION_67>. You can even go just to try the stuffed zucchini flowers.,POSITIVE
It is a business that has exactly price performance products. You are eating home-cooked meals in a quiet; spacious and decent place with the service of friendly ladies.,4,It is a business that has exactly price performance products. You are eating home-cooked meals in a quiet; spacious and decent place with the service of friendly ladies.,It is a business that has exactly price performance products. You are eating home-cooked meals in a quiet; spacious and decent place with the service of friendly ladies.,POSITIVE
Don't raise your expectations too much about the food; they tasted normal.,3,Don't raise your expectations too much about the food; they tasted normal.,Don't raise your expectations too much about the food; they tasted normal.,NEGATIVE
If you want to eat delicious home-cooked meals at an affordable price; definitely stop by during your visit to Cappadocia. The employees are kind and concerned. The environment is nice.,5,If you want to eat delicious home-cooked meals at an affordable price; definitely stop by during your visit to <LOCATION_67>. The employees are kind and concerned. The environment is nice.,If you want to eat delicious home-cooked meals at an affordable price; definitely stop by during your visit to <LOCATION_67>. The employees are kind and concerned. The environment is nice.,POSITIVE
Service was great. Recommend and thank you!,4,Service was great. Recommend and thank you!,Service was great. Recommend and thank you!,POSITIVE
We had good food in terms of taste; but the portions were small.,3,We had good food in terms of taste; but the portions were small.,We had good food in terms of taste; but the portions were small.,NEGATIVE
Treats are good; but I did not find the menu very extensive.,4,Treats are good; but I did not find the menu very extensive.,Treats are good; but I did not find the menu very extensive.,NEGATIVE
Very bad customer satisfaction. The prices are so insane.,1,Very bad customer satisfaction. The prices are so insane.,Very bad customer satisfaction. The prices are so insane.,NEGATIVE
A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,5,A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,POSITIVE
It was delicious. Interest and kindness are good. But it was expensive.,4,It was delicious. Interest and kindness are good. But it was expensive.,It was delicious. Interest and kindness are good. But it was expensive.,POSITIVE
Expensive.,3,Expensive.,Expensive.,NEGATIVE
The attention of the waiters to us was very nice. In addition; it felt pleasant to eat the hot meats.,4,The attention of the waiters to us was very nice. In addition; it felt pleasant to eat the hot meats.,The attention of the waiters to us was very nice. In addition; it felt pleasant to eat the hot meats.,POSITIVE
Staff greeted with a smile at the door. The atmosphere was very nice. Delicious appetizers arrived before the meal.,5,Staff greeted with a smile at the door. The atmosphere was very nice. Delicious appetizers arrived before the meal.,Staff greeted with a smile at the door. The atmosphere was very nice. Delicious appetizers arrived before the meal.,POSITIVE
Everyone is smilingİ the food is delicious. Great place; I recommend it.,5,Everyone is smilingİ the food is delicious. Great place; I recommend it.,Everyone is smilingİ the food is delicious. Great place; I recommend it.,POSITIVE
The treats weren't enough. Also; as you can see in the photo; my food came a little burnt.,2,The treats weren't enough. Also; as you can see in the photo; my food came a little burnt.,The treats weren't enough. Also; as you can see in the photo; my food came a little burnt.,NEGATIVE
Thank you for providing quality service in a luxury venue.,5,Thank you for providing quality service in a luxury venue.,Thank you for providing quality service in a luxury venue.,POSITIVE
Great service and reasonable prices. Recommend!,5,Great service and reasonable prices. Recommend!,Great service and reasonable prices. Recommend!,POSITIVE
We ordered a mixed breakfast for 3 people and they brought it for 2 people. Service quality is very low.,1,We ordered a mixed breakfast for 3 people and they brought it for 2 people. Service quality is very low.,We ordered a mixed breakfast for 3 people and they brought it for 2 people. Service quality is very low.,NEGATIVE
Interest in Turkish customers was very low. All waiters were taking care of arab customers.,1,Interest in <LOCATION_17> customers was very low. All waiters were taking care of arab customers.,Interest in <LOCATION_17> customers was very low. All waiters were taking care of arab customers.,NEGATIVE
Location view is great. We ate meatballs and kuymak; it was nice. We thought that the dessert and samovar that followed was a treat; but I guess it wasn't.,4,Location view is great. We ate meatballs and kuymak; it was nice. We thought that the dessert and samovar that followed was a treat; but I guess it wasn't.,Location view is great. We ate meatballs and kuymak; it was nice. We thought that the dessert and samovar that followed was a treat; but I guess it wasn't.,POSITIVE
We came across a slightly expensive menu with a magical view overlooking the lake and the Black Sea.,4,We came across a slightly expensive menu with a magical view overlooking the lake and the <LOCATION_68> <LOCATION_49>.,We came across a slightly expensive menu with a magical view overlooking the lake and the <LOCATION_68> <LOCATION_49>.,POSITIVE
The view is beautiful. The food was very bad.,1,The view is beautiful. The food was very bad.,The view is beautiful. The food was very bad.,NEGATIVE
A restaurant with a beautiful view. It was nice to have breakfast with this view. The only problem was that the place was a little dirty.,4,A restaurant with a beautiful view. It was nice to have breakfast with this view. The only problem was that the place was a little dirty.,A restaurant with a beautiful view. It was nice to have breakfast with this view. The only problem was that the place was a little dirty.,POSITIVE
Service is fast and friendly. Breakfast for 3 people is 140 TL; so prices are reasonable.,5,Service is fast and friendly. Breakfast for 3 people is 140 TL; so prices are reasonable.,Service is fast and friendly. Breakfast for 3 people is 140 TL; so prices are reasonable.,POSITIVE
Nice foods; nice interest!,5,Nice foods; nice interest!,Nice foods; nice interest!,POSITIVE
Food tasted delicious but some of the lamb chops were undercooked. Meatballs were also undercooked. It's a bit of an expensive restaurant.,3,Food tasted delicious but some of the lamb chops were undercooked. Meatballs were also undercooked. It's a bit of an expensive restaurant.,Food tasted delicious but some of the lamb chops were undercooked. Meatballs were also undercooked. It's a bit of an expensive restaurant.,POSITIVE
Its meatballs were good. What they served on the side was also good.,5,Its meatballs were good. What they served on the side was also good.,Its meatballs were good. What they served on the side was also good.,POSITIVE
We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,5,We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,POSITIVE
Unnecessarily expensive; the Arab is addressing the tourist. good taste.,3,Unnecessarily expensive; the Arab is addressing the tourist. good taste.,Unnecessarily expensive; the Arab is addressing the tourist. good taste.,POSITIVE
Perfect; a relaxing space. Quality and delicious food.,5,Perfect; a relaxing space. Quality and delicious food.,Perfect; a relaxing space. Quality and delicious food.,POSITIVE
Not bad. Service was ok.,3,Not bad. Service was ok.,Not bad. Service was ok.,POSITIVE
The products are good but quite expensive. The place is more interested in tourists.,5,The products are good but quite expensive. The place is more interested in tourists.,The products are good but quite expensive. The place is more interested in tourists.,POSITIVE
The venue is the track and they didn't care about me.,2,The venue is the track and they didn't care about me.,The venue is the track and they didn't care about me.,NEGATIVE
All the food that came to the table was very high quality and delicious. I recommend it to everyone.,5,All the food that came to the table was very high quality and delicious. I recommend it to everyone.,All the food that came to the table was very high quality and delicious. I recommend it to everyone.,POSITIVE
Affordable prices. Recommend.,4,Affordable prices. Recommend.,Affordable prices. Recommend.,POSITIVE
You can find different tastes. It is open until late at night and serves with nice service.,5,You can find different tastes. It is open until late at night and serves with nice service.,You can find different tastes. It is open until late at night and serves with nice service.,POSITIVE
Amazing foods but expensive.,3,Amazing foods but expensive.,Amazing foods but expensive.,POSITIVE
A must try place. It is possible to become addicted afterward.,4,A must try place. It is possible to become addicted afterward.,A must try place. It is possible to become addicted afterward.,NEGATIVE
Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,4,Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,POSITIVE
I tried the orient burger and cheesburger. Oriental burger was good; but nothing to exaggerate as described. King crab was okay; it felt like I was eating dough balls rather than crab. Mayonnaise was not good.,3,I tried the orient burger and cheesburger. Oriental burger was good; but nothing to exaggerate as described. King crab was okay; it felt like I was eating dough balls rather than crab. Mayonnaise was not good.,I tried the orient burger and cheesburger. Oriental burger was good; but nothing to exaggerate as described. King crab was okay; it felt like I was eating dough balls rather than crab. Mayonnaise was not good.,NEGATIVE
The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,4,The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,POSITIVE
The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,5,The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,NEGATIVE
Really delicious burgers. The ketchup sauce they make is excellent. The point I want to criticize is the low grammage of the hamburger.,4,Really delicious burgers. The ketchup sauce they make is excellent. The point I want to criticize is the low grammage of the hamburger.,Really delicious burgers. The ketchup sauce they make is excellent. The point I want to criticize is the low grammage of the hamburger.,POSITIVE
Really delicious burger. I would recommend it to everyone. Thanks to the smiling staff.,5,Really delicious burger. I would recommend it to everyone. Thanks to the smiling staff.,Really delicious burger. I would recommend it to everyone. Thanks to the smiling staff.,POSITIVE
The taste of hamburgers is not as good as exaggerated. It's also an expensive restaurant.,3,The taste of hamburgers is not as good as exaggerated. It's also an expensive restaurant.,The taste of hamburgers is not as good as exaggerated. It's also an expensive restaurant.,NEGATIVE
The popular boutique burger restaurant of the street. bread; sauce and meatballs are very nice. Thank you.,5,The popular boutique burger restaurant of the street. bread; sauce and meatballs are very nice. Thank you.,The popular boutique burger restaurant of the street. bread; sauce and meatballs are very nice. Thank you.,POSITIVE
We tried the Rib Burger and the Cheese Burger. They put cheddar cheese in the burger instead of cheddar. This idea seemed a little different to me. The sauce inside the ribs is a little sweet. It's a different flavor.,5,We tried the Rib Burger and the Cheese Burger. They put cheddar cheese in the burger instead of cheddar. This idea seemed a little different to me. The sauce inside the ribs is a little sweet. It's a different flavor.,We tried the Rib Burger and the Cheese Burger. They put cheddar cheese in the burger instead of cheddar. This idea seemed a little different to me. The sauce inside the ribs is a little sweet. It's a different flavor.,POSITIVE
Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,4,Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,POSITIVE
Too expensive; I can cook better. Also; ambiance of the restaurant is old.,1,Too expensive; I can cook better. Also; ambiance of the restaurant is old.,Too expensive; I can cook better. Also; ambiance of the restaurant is old.,NEGATIVE
Prices are reasonable; chickens are delicious; but what is on the menu is not real. They do not serve the same food as the menu.,3,Prices are reasonable; chickens are delicious; but what is on the menu is not real. They do not serve the same food as the menu.,Prices are reasonable; chickens are delicious; but what is on the menu is not real. They do not serve the same food as the menu.,NEGATIVE
My order was missing sauce; missing desert; missing onion rings; fries were cold and stale; fried legs were stale. What a disgrace!,1,My order was missing sauce; missing desert; missing onion rings; fries were cold and stale; fried legs were stale. What a disgrace!,My order was missing sauce; missing desert; missing onion rings; fries were cold and stale; fried legs were stale. What a disgrace!,NEGATIVE
They got my order wrong and got into an argument with me. You are disgusting! Terrible service; mismanagement.,1,They got my order wrong and got into an argument with me. You are disgusting! Terrible service; mismanagement.,They got my order wrong and got into an argument with me. You are disgusting! Terrible service; mismanagement.,NEGATIVE
Food should have been better cooked I think overall not bad.,4,Food should have been better cooked I think overall not bad.,Food should have been better cooked I think overall not bad.,NEGATIVE
Everything is delicious; there is a lot and at a good price. Service was nice.,5,Everything is delicious; there is a lot and at a good price. Service was nice.,Everything is delicious; there is a lot and at a good price. Service was nice.,POSITIVE
The taste is not bad in general; but you can eat better ones in other restaurants.,4,The taste is not bad in general; but you can eat better ones in other restaurants.,The taste is not bad in general; but you can eat better ones in other restaurants.,POSITIVE
No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,1,No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,NEGATIVE
Classical chicken; not awesome taste but it is ok.,4,Classical chicken; not awesome taste but it is ok.,Classical chicken; not awesome taste but it is ok.,POSITIVE
The manners of the employees were bad; They didn't even care about me. Bread was stale.,3,The manners of the employees were bad; They didn't even care about me. Bread was stale.,The manners of the employees were bad; They didn't even care about me. Bread was stale.,NEGATIVE
I couldn't finish my meal .Bad smell and bad taste. It seems that the chicken is spoiled. I don't know what to say; but you should not eat in this place. I feel bad because I decided to eat from them.,2,I couldn't finish my meal .Bad smell and bad taste. It seems that the chicken is spoiled. I don't know what to say; but you should not eat in this place. I feel bad because I decided to eat from them.,I couldn't finish my meal .Bad smell and bad taste. It seems that the chicken is spoiled. I don't know what to say; but you should not eat in this place. I feel bad because I decided to eat from them.,NEGATIVE
Delicious and reasonably priced!,5,Delicious and reasonably priced!,Delicious and reasonably priced!,POSITIVE
The waiters are polite and very interested. The place consists of two concepts; you can eat standing or sitting. The flavors were perfect.,2,The waiters are polite and very interested. The place consists of two concepts; you can eat standing or sitting. The flavors were perfect.,The waiters are polite and very interested. The place consists of two concepts; you can eat standing or sitting. The flavors were perfect.,POSITIVE
Pasta was fresh. There is always a long queue in front of the place. I ate fettuccine Alfredo; The sauce and flavor were good.,5,Pasta was fresh. There is always a long queue in front of the place. I ate fettuccine Alfredo; The sauce and flavor were good.,Pasta was fresh. There is always a long queue in front of the place. I ate fettuccine Alfredo; The sauce and flavor were good.,POSITIVE
It was served quickly even though it was crowded. It is not a great taste; but it can be preferred for a quick snack.,4,It was served quickly even though it was crowded. It is not a great taste; but it can be preferred for a quick snack.,It was served quickly even though it was crowded. It is not a great taste; but it can be preferred for a quick snack.,NEGATIVE
Great taste.,3,Great taste.,Great taste.,POSITIVE
There are many queues. There is a lack of coordination in the place. Even though you ask for service; they take the bill as soon as the food arrives. Not everyone can eat sitting down; We ate standing.,1,There are many queues. There is a lack of coordination in the place. Even though you ask for service; they take the bill as soon as the food arrives. Not everyone can eat sitting down; We ate standing.,There are many queues. There is a lack of coordination in the place. Even though you ask for service; they take the bill as soon as the food arrives. Not everyone can eat sitting down; We ate standing.,NEGATIVE
A delicious masterpiece comes out when it is made in a Parmesan wheel; made with fresh pasta dough by hand; and with its beautiful sauces. The price is also quite reasonable.,4,A delicious masterpiece comes out when it is made in a Parmesan wheel; made with fresh pasta dough by hand; and with its beautiful sauces. The price is also quite reasonable.,A delicious masterpiece comes out when it is made in a Parmesan wheel; made with fresh pasta dough by hand; and with its beautiful sauces. The price is also quite reasonable.,POSITIVE
Personally; it's very nice Pasta is made; I tried most of the sauces; they were all very good.,5,Personally; it's very nice Pasta is made; I tried most of the sauces; they were all very good.,Personally; it's very nice Pasta is made; I tried most of the sauces; they were all very good.,POSITIVE
It's a very sweet place. Thanks to social media; I learned from there and came. Pasta wasn't bad. In terms of taste; I think it is no different from normal pasta with sauce. The employees are very kind. Order speed is very good. Also; prices are affordable.,4,It's a very sweet place. Thanks to social media; I learned from there and came. Pasta wasn't bad. In terms of taste; I think it is no different from normal pasta with sauce. The employees are very kind. Order speed is very good. Also; prices are affordable.,It's a very sweet place. Thanks to social media; I learned from there and came. Pasta wasn't bad. In terms of taste; I think it is no different from normal pasta with sauce. The employees are very kind. Order speed is very good. Also; prices are affordable.,POSITIVE
There are two parts that you can eat standing or sitting; I'm sure it will be much more enjoyable if you eat sitting down. It is served pretty fast. Prices are reasonable compared to peers.,3,There are two parts that you can eat standing or sitting; I'm sure it will be much more enjoyable if you eat sitting down. It is served pretty fast. Prices are reasonable compared to peers.,There are two parts that you can eat standing or sitting; I'm sure it will be much more enjoyable if you eat sitting down. It is served pretty fast. Prices are reasonable compared to peers.,POSITIVE
Incredibly delicious and fresh; fast service and use of environmentally friendly materials..,5,Incredibly delicious and fresh; fast service and use of environmentally friendly materials..,Incredibly delicious and fresh; fast service and use of environmentally friendly materials..,POSITIVE
Pasta is made there; orders are taken and served. All of them are prepared in one place in 20-25 minutes. The taste is good; the service is good and hygienic; I think it is a taste and culture that should be visited and tasted.,5,Pasta is made there; orders are taken and served. All of them are prepared in one place in 20-25 minutes. The taste is good; the service is good and hygienic; I think it is a taste and culture that should be visited and tasted.,Pasta is made there; orders are taken and served. All of them are prepared in one place in 20-25 minutes. The taste is good; the service is good and hygienic; I think it is a taste and culture that should be visited and tasted.,POSITIVE
We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,5,We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,POSITIVE
Kukis is a great business that is both a bakery and a patisserie. Their cakes and tea are outstanding.,4,Kukis is a great business that is both a bakery and a patisserie. Their cakes and tea are outstanding.,Kukis is a great business that is both a bakery and a patisserie. Their cakes and tea are outstanding.,POSITIVE
Reasonable prices and amazing deserts.,5,Reasonable prices and amazing deserts.,Reasonable prices and amazing deserts.,POSITIVE
The cake was amazing. I recommend it. For those who want to sit and eat there; a big queue is waiting for you.,5,The cake was amazing. I recommend it. For those who want to sit and eat there; a big queue is waiting for you.,The cake was amazing. I recommend it. For those who want to sit and eat there; a big queue is waiting for you.,POSITIVE
Their products are delicious and the sizes are nice. It is very difficult to take orders from the waiters because it is crowded. In addition; the prices should have been more affordable.,3,Their products are delicious and the sizes are nice. It is very difficult to take orders from the waiters because it is crowded. In addition; the prices should have been more affordable.,Their products are delicious and the sizes are nice. It is very difficult to take orders from the waiters because it is crowded. In addition; the prices should have been more affordable.,POSITIVE
Service is fast. Pistachio prince dessert is excellent!,5,Service is fast. Pistachio prince dessert is excellent!,Service is fast. Pistachio prince dessert is excellent!,POSITIVE
The portion of toast was small; never satiated. Desserts were good.,4,The portion of toast was small; never satiated. Desserts were good.,The portion of toast was small; never satiated. Desserts were good.,POSITIVE
Great tastes; the interest of the employees was very good; thank you to them.,5,Great tastes; the interest of the employees was very good; thank you to them.,Great tastes; the interest of the employees was very good; thank you to them.,POSITIVE
If you want to eat cake or dessert; the real taste is here. The place is very stylish in design. Each of the employees is very caring and helpful; but they have difficulty dealing with everyone because it is crowded.,5,If you want to eat cake or dessert; the real taste is here. The place is very stylish in design. Each of the employees is very caring and helpful; but they have difficulty dealing with everyone because it is crowded.,If you want to eat cake or dessert; the real taste is here. The place is very stylish in design. Each of the employees is very caring and helpful; but they have difficulty dealing with everyone because it is crowded.,POSITIVE
Desserts are good but waiters are very surly; We were not well received.,3,Desserts are good but waiters are very surly; We were not well received.,Desserts are good but waiters are very surly; We were not well received.,NEGATIVE
You should not drink coffee; it tasted very bad. I felt like I was drinking earth. Other than that things are nice.,3,You should not drink coffee; it tasted very bad. I felt like I was drinking earth. Other than that things are nice.,You should not drink coffee; it tasted very bad. I felt like I was drinking earth. Other than that things are nice.,POSITIVE
Great venue great food appetizers. I can be a customer from now on.,5,Great venue great food appetizers. I can be a customer from now on.,Great venue great food appetizers. I can be a customer from now on.,POSITIVE
The meals are very good. Especially plevlevisca; soka and dried meat are very successful.,5,The meals are very good. Especially plevlevisca; soka and dried meat are very successful.,The meals are very good. Especially plevlevisca; soka and dried meat are very successful.,POSITIVE
I did not like the interior atmosphere; seems a little old to me.,2,I did not like the interior atmosphere; seems a little old to me.,I did not like the interior atmosphere; seems a little old to me.,NEGATIVE
The place is quite intimate and the ambiance is very pleasant. Simplicity prevails rather than exaggeration and ostentatiousness.,5,The place is quite intimate and the ambiance is very pleasant. Simplicity prevails rather than exaggeration and ostentatiousness.,The place is quite intimate and the ambiance is very pleasant. Simplicity prevails rather than exaggeration and ostentatiousness.,POSITIVE
I recommend you try the dried meat. But their beers were a bit expensive.,5,I recommend you try the dried meat. But their beers were a bit expensive.,I recommend you try the dried meat. But their beers were a bit expensive.,NEGATIVE
Expensive place.,3,Expensive place.,Expensive place.,NEGATIVE
All meals were successful; I recommend.,4,All meals were successful; I recommend.,All meals were successful; I recommend.,POSITIVE
Lipa is a real old style tavern. There is a warm friendly atmosphere. Dry meat was very good.,4,Lipa is a real old style tavern. There is a warm friendly atmosphere. Dry meat was very good.,Lipa is a real old style tavern. There is a warm friendly atmosphere. Dry meat was very good.,POSITIVE
Great and chill place; ambiance was nice too.,3,Great and chill place; ambiance was nice too.,Great and chill place; ambiance was nice too.,POSITIVE
The atmosphere of the place is very good; the bulgur pilaf with dried meat was very good; the quality of the dried meat is a little low.,5,The atmosphere of the place is very good; the bulgur pilaf with dried meat was very good; the quality of the dried meat is a little low.,The atmosphere of the place is very good; the bulgur pilaf with dried meat was very good; the quality of the dried meat is a little low.,NEGATIVE
The variety is less. Rice and dry meat are very good. The ravioli was not good.,4,The variety is less. Rice and dry meat are very good. The ravioli was not good.,The variety is less. Rice and dry meat are very good. The ravioli was not good.,NEGATIVE
Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,4,Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,NEGATIVE
A nice place to drink coffee while reading a book. My meat dish arrived cold first. When I reported this to the waiter; they warmed it up and brought it; and then the meat was dry. I did not see the interest that I expected.,3,A nice place to drink coffee while reading a book. My meat dish arrived cold first. When I reported this to the waiter; they warmed it up and brought it; and then the meat was dry. I did not see the interest that I expected.,A nice place to drink coffee while reading a book. My meat dish arrived cold first. When I reported this to the waiter; they warmed it up and brought it; and then the meat was dry. I did not see the interest that I expected.,NEGATIVE
A very well designed cafe; The library looks very stylish. The menu is as you can see in the photo.,4,A very well designed cafe; The library looks very stylish. The menu is as you can see in the photo.,A very well designed cafe; The library looks very stylish. The menu is as you can see in the photo.,POSITIVE
Nice and fresh ambiance.,5,Nice and fresh ambiance.,Nice and fresh ambiance.,POSITIVE
Flat white is very tasty and affordable. The interior of the place is very nicely decorated; I was like amazed.,4,Flat white is very tasty and affordable. The interior of the place is very nicely decorated; I was like amazed.,Flat white is very tasty and affordable. The interior of the place is very nicely decorated; I was like amazed.,POSITIVE
Interior and location are nice; but not as nice as other restaurant of the same company. We bought a strawberry brownie cake; my friend and I both had a bad stomach.,1,Interior and location are nice; but not as nice as other restaurant of the same company. We bought a strawberry brownie cake; my friend and I both had a bad stomach.,Interior and location are nice; but not as nice as other restaurant of the same company. We bought a strawberry brownie cake; my friend and I both had a bad stomach.,NEGATIVE
I tried coffee and a desert; all of them was not bad.,3,I tried coffee and a desert; all of them was not bad.,I tried coffee and a desert; all of them was not bad.,POSITIVE
We went a few times for breakfast; we were quite satisfied. The place is really nicely decorated. Breakfast for two was understated and good. The service was smooth and the waiters were kind.,5,We went a few times for breakfast; we were quite satisfied. The place is really nicely decorated. Breakfast for two was understated and good. The service was smooth and the waiters were kind.,We went a few times for breakfast; we were quite satisfied. The place is really nicely decorated. Breakfast for two was understated and good. The service was smooth and the waiters were kind.,POSITIVE
We preferred milkshake and smoothie. Chocolate sauce added to the blueberry milkshake. The smoothie is also unrelated to the smoothie; it was quite sour; so it was not fresh.,1,We preferred milkshake and smoothie. Chocolate sauce added to the blueberry milkshake. The smoothie is also unrelated to the smoothie; it was quite sour; so it was not fresh.,We preferred milkshake and smoothie. Chocolate sauce added to the blueberry milkshake. The smoothie is also unrelated to the smoothie; it was quite sour; so it was not fresh.,NEGATIVE
A cafe where books and coffee are combined very well.,5,A cafe where books and coffee are combined very well.,A cafe where books and coffee are combined very well.,POSITIVE
Ambience is very nice but they don't let you work at the outside tables; that is a negative point.,4,Ambience is very nice but they don't let you work at the outside tables; that is a negative point.,Ambience is very nice but they don't let you work at the outside tables; that is a negative point.,NEGATIVE
The place is not very big; but there are enough tables outside as well; but we sat inside. The souffles from the name of the place were very nice.,5,The place is not very big; but there are enough tables outside as well; but we sat inside. The souffles from the name of the place were very nice.,The place is not very big; but there are enough tables outside as well; but we sat inside. The souffles from the name of the place were very nice.,POSITIVE
This café was highly recommended by an Istanbul-based blogger for its soufflés. The unique 2D interiors and decorations caught my eye as soon as I entered. I opted for the Chocolate with Orange soufflé; while my husband chose the Chocolate with Blueberries. I must say; the taste was absolutely amazing.,4,This café was highly recommended by an <LOCATION_18>-based blogger for its soufflés. The unique 2D interiors and decorations caught my eye as soon as I entered. I opted for the Chocolate with Orange soufflé; while my husband chose the Chocolate with Blueberries. I must say; the taste was absolutely amazing.,This café was highly recommended by an <LOCATION_18>-based blogger for its soufflés. The unique 2D interiors and decorations caught my eye as soon as I entered. I opted for the Chocolate with Orange soufflé; while my husband chose the Chocolate with Blueberries. I must say; the taste was absolutely amazing.,POSITIVE
